category,description,carbohydrate,protein,fat,kilocalories,feedback,generic_category,carb_percentage,fat_percentage,protein_percentage,nutritional_score,original_category
CRANBERRIES,"CRANBERRIES,RAW",12.2,0.4,0.1,46,approvato,fruits,95.12670565302145,1.754385964912281,3.118908382066277,76.41165024241377,CRANBERRIES
CRANBERRIES,"CRANBERRY-ORANGE RELISH,CND",46.2,0.3,0.1,178,approvato,fruits,98.87640449438204,0.4815409309791332,0.6420545746388443,64.30715578398022,CRANBERRIES
DUTCH BRAND LOAF,"DUTCH BRAND LOAF,CHICK,PORK & BF",3.9,12.0,22.9,273,approvato,meats,5.78420467185762,76.4182424916574,17.797552836484982,56.57553163062117,DUTCH BRAND LOAF
PINEAPPLE JUC,"PINEAPPLE JUC,CND,UNSWTND,WO/ VIT C",12.9,0.4,0.1,53,approvato,fruits,95.3789279112754,1.6635859519408502,2.957486136783734,70.5784523873405,PINEAPPLE JUC
PINEAPPLE JUC,"PINEAPPLE JUC,FRZ CONC,UNSWTND,DIL W/3 VOLUME H2O",12.8,0.4,0.0,52,approvato,fruits,96.96969696969695,0.0,3.0303030303030303,69.63329575237525,PINEAPPLE JUC
PINEAPPLE JUC,"PINEAPPLE JUC,FRZ CONC,UNSWTND,UNDIL",44.3,1.3,0.1,179,approvato,fruits,96.67212220403712,0.4909983633387889,2.8368794326241136,47.480935483492885,PINEAPPLE JUC
CATFISH,"CATFISH,CHANNEL,WILD,CKD,DRY HEAT",0.0,18.5,2.9,105,approvato,fish,0.0,26.073926073926074,73.92607392607393,78.40743155417398,CATFISH
CATFISH,"CATFISH,CHANNEL,WILD,RAW",0.0,16.4,2.8,95,approvato,fish,0.0,27.75330396475771,72.24669603524228,78.22083411878016,CATFISH
CATFISH,"CATFISH,CHANNEL,FARMED,CKD,DRY HEAT",0.0,18.7,8.0,152,approvato,fish,0.0,49.04632152588555,50.95367847411444,73.45043011827732,CATFISH
ROSE-APPLES,"ROSE-APPLES,RAW",5.7,0.6,0.3,25,approvato,fruits,81.72043010752688,9.67741935483871,8.60215053763441,76.81729688733971,ROSE-APPLES
MILK SHAKES,"MILK SHAKES,THICK VANILLA",17.8,3.9,3.0,112,approvato,dairy,62.56590509666081,23.72583479789104,13.708260105448156,63.50803198457627,MILK SHAKES
SAUSAGE,"TURKEY SAUSAGE,FRSH,RAW",0.5,18.8,8.1,155,approvato,meats,1.3324450366422385,48.56762158560959,50.09993337774817,73.23138095498894,SAUSAGE
SAUSAGE,"NEW ENGLAND BRAND SAUSAGE,PORK,BF",4.8,17.3,7.6,161,approvato,meats,12.244897959183673,43.62244897959183,44.13265306122449,72.13613513854695,SAUSAGE
SAUSAGE,"TURKEY SAUSAGE,FRSH,CKD",0.0,23.9,10.4,196,approvato,meats,0.0,49.47145877378436,50.52854122621564,71.82784372354847,SAUSAGE
MORTADELLA,"MORTADELLA,BEEF,PORK",3.0,16.4,25.4,311,approvato,meats,3.919007184846505,74.65708687132593,21.423905943827563,55.1963331775777,MORTADELLA
PIE FILLINGS,"PIE FILLINGS,CHERRY,LO CAL",12.0,0.8,0.2,53,approvato,sweets,90.56603773584906,3.39622641509434,6.037735849056604,71.73454519155658,PIE FILLINGS
PIE FILLINGS,"PIE FILLINGS,CND,CHERRY",28.0,0.4,0.1,115,approvato,sweets,97.81659388646288,0.7860262008733625,1.3973799126637554,69.85640126952974,PIE FILLINGS
PIE FILLINGS,"PIE FILLINGS,APPL,CND",26.1,0.1,0.1,100,approvato,sweets,98.7701040681173,0.8514664143803216,0.3784295175023651,65.58899895874318,PIE FILLINGS
MELON,"MELON BALLS,FROZEN",7.9,0.8,0.2,33,approvato,fruits,86.33879781420765,4.918032786885246,8.743169398907105,76.74428049178849,MELON
MELON,"MELON,BANANA (NAVAJO)",4.1,0.8,0.2,21,approvato,fruits,76.63551401869158,8.41121495327103,14.953271028037385,76.09524599206668,MELON
MELON,"MELONS,CASABA,RAW",6.6,1.1,0.1,28,approvato,fruits,83.2807570977918,2.8391167192429028,13.880126182965302,75.14197639608348,MELON
PEAR NECTAR,"PEAR NECTAR,CND,WO/ VIT C",15.8,0.1,0.0,60,approvato,fruits,99.37106918238992,0.0,0.628930817610063,68.04721750025406,PEAR NECTAR
WURSTEL,"BRATWURST,CHICK,CKD",0.0,19.4,10.3,176,approvato,meats,0.0,54.43335290663535,45.56664709336464,71.2842772813143,WURSTEL
WURSTEL,"BRAUNSCHWEIGER (A LIVER SAUSAGE),PORK",3.1,14.5,28.5,327,approvato,meats,3.793208932395229,78.46436219027227,17.742428877332518,52.21888714325026,WURSTEL
WURSTEL,"BROTWURST,PORK,BF,LINK",2.9,14.3,27.8,323,approvato,meats,3.636363636363636,78.43260188087775,17.93103448275862,51.407593938178536,WURSTEL
PASTRAMI,"PASTRAMI,TURKEY",1.8,16.3,6.2,133,rifiutato,meats,5.616224648985959,43.52574102964118,50.85803432137285,72.97176716736696,PASTRAMI
ACORNS,"ACORNS,RAW",40.8,6.2,23.9,387,rifiutato,nutsAndSeeds,40.48623170429174,53.361448772016864,6.152319523691392,44.43047244855174,ACORNS
ACORNS,"ACORNS,DRIED",53.7,8.1,31.4,509,rifiutato,nutsAndSeeds,40.54360135900341,53.34088335220838,6.115515288788222,33.632159991631205,ACORNS
GRAPE JUC,"GRAPE JUC,CND OR BTLD,UNSWTND,W/ ADDED VIT C",14.8,0.4,0.1,60,rifiutato,fruits,95.9481361426256,1.4586709886547813,2.593192868719611,68.29871839403317,GRAPE JUC
PLANTAINS,"PLANTAINS,COOKED",31.1,0.8,0.2,116,rifiutato,fruits,96.13601236476045,1.3910355486862442,2.472952086553323,65.36994984137397,PLANTAINS
PLANTAINS,"PLANTAINS,RAW",31.9,1.3,0.4,122,rifiutato,fruits,93.5483870967742,2.6392961876832848,3.8123167155425226,64.67223769164056,PLANTAINS
CELERIAC,"CELERIAC,CKD,BLD,DRND,WO/SALT",5.9,1.0,0.2,27,rifiutato,vegetables,80.27210884353741,6.122448979591836,13.605442176870747,77.65292891177873,CELERIAC
CELERIAC,"CELERIAC,RAW",9.2,1.5,0.3,42,rifiutato,vegetables,80.87912087912088,5.934065934065933,13.186813186813188,76.39542438382102,CELERIAC
KUMQUATS,"KUMQUATS,RAW",15.9,1.9,0.9,71,rifiutato,fruits,80.2017654476671,10.21437578814628,9.583858764186632,73.99399669964828,KUMQUATS
WALNUTS,"WALNUTS,BLACK,DRIED",9.9,24.1,59.0,618,rifiutato,nutsAndSeeds,5.937031484257871,79.61019490254873,14.452773613193404,29.82719501022212,WALNUTS
WALNUTS,"WALNUTS,ENGLISH",13.7,15.2,65.2,654,rifiutato,nutsAndSeeds,7.801822323462414,83.54214123006834,8.656036446469246,20.38779846328422,WALNUTS
DUTCH BRAND LOAF,"DUTCH BRAND LOAF,CHICK,PORK & BF",3.9,12.0,22.9,273,rifiutato,meats,5.78420467185762,76.4182424916574,17.797552836484982,56.57553163062117,DUTCH BRAND LOAF
ORANGE-GRAPEFRUIT JUC,"ORANGE-GRAPEFRUIT JUC,CND,UNSWTND",10.3,0.6,0.1,43,rifiutato,fruits,92.58426966292136,2.02247191011236,5.393258426966292,71.3410676800284,ORANGE-GRAPEFRUIT JUC
SOUR CRM,"SOUR CRM,IMITN,CULTURED",6.6,2.4,19.5,208,rifiutato,dairy,12.4822695035461,82.97872340425532,4.539007092198581,55.48434221639836,SOUR CRM
RADISHES,"RADISHES,WHITE ICICLE,RAW",2.6,1.1,0.1,14,rifiutato,vegetables,66.2420382165605,5.732484076433121,28.02547770700637,78.9104333209631,RADISHES
RADISHES,"RADISHES,RAW",3.4,0.7,0.1,16,approvato,vegetables,78.61271676300579,5.202312138728325,16.184971098265898,77.92876857762676,RADISHES
RADISHES,"RADISHES,ORIENTAL,CKD,BLD,DRND,WO/SALT",3.4,0.7,0.2,17,approvato,vegetables,74.72527472527473,9.89010989010989,15.384615384615383,77.83546984816608,RADISHES
RADISHES,"RADISHES,ORIENTAL,RAW",4.1,0.6,0.1,18,rifiutato,vegetables,83.24873096446701,4.568527918781727,12.18274111675127,77.45821852883444,RADISHES
RADISHES,"RADISHES,HAWAIIAN STYLE,PICKLED",5.2,1.1,0.3,28,approvato,vegetables,74.55197132616487,9.677419354838708,15.770609318996415,77.43387974849033,RADISHES
PLUMS,"PLUMS,RAW",11.4,0.7,0.3,46,approvato,fruits,89.23679060665361,5.283757338551858,5.47945205479452,72.0468928404309,PLUMS
PLUMS,"PLUMS,CND,PURPLE,H2O PK,SOL&LIQUIDS",11.0,0.4,0.0,41,rifiutato,fruits,96.49122807017544,0.0,3.508771929824561,71.98198926132518,PLUMS
PLUMS,"PLUMS,DRIED (PRUNES),STWD,W/ ADDED SUGAR",32.9,1.1,0.2,124,approvato,fruits,95.50072568940492,1.306240928882438,3.193033381712626,71.51955227739633,PLUMS
PLUMS,"PLUMS,CND,PURPLE,EX HVY SYRUP PK,SOL&LIQUIDS",26.3,0.4,0.1,101,approvato,fruits,97.67873723305478,0.8356545961002786,1.4856081708449396,71.25182555341972,PLUMS
DUTCH BRAND LOAF,"DUTCH BRAND LOAF,CHICK,PORK & BF",3.9,12.0,22.9,273,rifiutato,meats,5.78420467185762,76.4182424916574,17.797552836484982,56.57553163062117,DUTCH BRAND LOAF
LITCHIS,"LITCHIS,RAW",16.5,0.8,0.4,66,approvato,fruits,90.65934065934066,4.945054945054945,4.395604395604396,68.22975854868102,LITCHIS
LITCHIS,"LITCHIS,DRIED",70.7,3.8,1.2,277,approvato,fruits,91.58031088082902,3.4974093264248696,4.922279792746114,33.883661441795205,LITCHIS
GARLIC,"GARLIC,RAW",33.1,6.4,0.5,149,approvato,vegetables,81.47692307692309,2.769230769230769,15.753846153846156,70.48920988623888,GARLIC
BREADFRUIT,"BREADFRUIT,RAW",27.1,1.1,0.2,103,approvato,fruits,94.58987783595111,1.5706806282722512,3.839441535776616,69.47509351284991,BREADFRUIT
ENDIVE,"ENDIVE,RAW",3.4,1.2,0.2,17,rifiutato,vegetables,67.32673267326733,8.910891089108912,23.76237623762376,79.69333121033831,ENDIVE
JAVA-PLUM,"JAVA-PLUM,(JAMBOLAN),RAW",15.6,0.7,0.2,60,approvato,fruits,93.13432835820896,2.686567164179104,4.17910447761194,74.050787084327,JAVA-PLUM
BREADFRUIT,"BREADFRUIT,RAW",27.1,1.1,0.2,103,approvato,fruits,94.58987783595111,1.5706806282722512,3.839441535776616,69.47509351284991,BREADFRUIT
SEMOLINA,"SEMOLINA,ENRICHED",72.8,12.7,1.1,360,rifiutato,first dishes,82.7507814720091,2.813299232736573,14.435919295254337,57.86548785856494,SEMOLINA
TORTELLINI,"TORTELLINI,PASTA W/CHS FILLING",47.0,13.5,7.2,307,approvato,first dishes,61.27770534550196,21.121251629726203,17.601043024771837,59.38666253125589,TORTELLINI
CARL BUDDIG. CKD SMOKED BF PASTRAMI,"CARL BUDDIG. CKD SMOKED BF PASTRAMI,CHOPD,PRESSED",1.0,19.6,6.5,141,approvato,meats,2.8388928317955995,41.51880766501064,55.64229950319376,75.14603290076897,CARL BUDDIG. CKD SMOKED BF PASTRAMI
KIWI FRUIT,"KIWI FRUIT,(CHINESE GOOSEBERRIES),FRSH,RAW",14.7,1.1,0.5,61,rifiutato,fruits,86.85376661742986,6.646971935007387,6.49926144756278,72.39169258860983,KIWI FRUIT
RAISINS,"RAISINS,SEEDED",78.5,2.5,0.5,296,approvato,fruits,95.58599695585995,1.36986301369863,3.0441400304414,60.120883009545366,RAISINS
RAISINS,"RAISINS,GOLDEN SEEDLESS",79.5,3.4,0.5,302,approvato,fruits,94.61469800654568,1.338887235941684,4.046414757512644,34.244686911377194,RAISINS
RAISINS,"RAISINS,SEEDLESS",79.2,3.1,0.5,299,rifiutato,fruits,94.93557087204076,1.3485166317051245,3.715912496254121,34.14733175884712,RAISINS
SCRAPPLE,"SCRAPPLE,PORK",14.1,8.1,13.9,213,approvato,meats,26.36746143057504,58.48527349228612,15.147265077138847,62.01930897398401,SCRAPPLE
RAISINS,"RAISINS,SEEDED",78.5,2.5,0.5,296,approvato,fruits,95.58599695585995,1.36986301369863,3.0441400304414,60.120883009545366,RAISINS
FISH,"FISH,HERRING EGGS,PACIFIC,DRY (ALASKA NATIVE)",2.8,60.4,6.6,312,rifiutato,fish,3.587443946188341,19.026265214606024,77.38629083920564,81.10903790139751,FISH
FISH,"FISH,LINGCOD,MEAT,RAW (ALASKA NATIVE)",0.0,17.9,0.8,79,approvato,fish,0.0,9.137055837563452,90.86294416243656,80.73584303060989,FISH
FISH,"FISH,TILAPIA,CKD,DRY HEAT",0.0,26.1,2.6,128,approvato,fish,0.0,18.30985915492958,81.69014084507043,80.31397056798039,FISH
FISH,"FISH,TILAPIA,RAW",0.0,20.1,1.7,96,rifiutato,fish,0.0,15.98746081504702,84.01253918495298,80.20850245232302,FISH
FISH,"FISH,HALIBUT,CKD,W/ SKN (ALASKA NATIVE)",0.0,22.1,2.7,113,approvato,fish,0.0,21.56166814551908,78.43833185448092,79.55946789443146,FISH
MANGOSTEEN,"MANGOSTEEN,CND,SYRUP PK",17.9,0.4,0.6,73,approvato,fruits,91.0941475826972,6.870229007633588,2.035623409669211,73.92098014159504,MANGOSTEEN
LOTUS SEEDS,"LOTUS SEEDS,RAW",17.3,4.1,0.5,89,approvato,nutsAndSeeds,76.80355160932298,4.994450610432852,18.201997780244174,73.2800585468308,LOTUS SEEDS
LOTUS SEEDS,"LOTUS SEEDS,DRIED",64.5,15.4,2.0,332,approvato,nutsAndSeeds,76.4218009478673,5.331753554502369,18.246445497630333,58.70111979019202,LOTUS SEEDS
COUSCOUS,"COUSCOUS,COOKED",23.2,3.8,0.2,112,approvato,first dishes,84.51730418943534,1.639344262295082,13.84335154826958,72.20915151032727,COUSCOUS
COUSCOUS,"COUSCOUS,DRY",77.4,12.8,0.6,376,approvato,first dishes,84.54396504642273,1.474604041507373,13.981430912069907,57.4517282662508,COUSCOUS
NECTARINES,"NECTARINES,RAW",10.6,1.1,0.3,44,approvato,fruits,85.65656565656565,5.454545454545454,8.88888888888889,73.42203494187987,NECTARINES
HORMEL SPAM,"HORMEL SPAM,LT LUNCH MT,PORK & CHICK,MINCED,CND,VIT C ADDED",1.4,15.2,13.9,191,approvato,meats,2.924281984334204,65.32637075718016,31.74934725848564,66.6355672644726,HORMEL SPAM
LONGANS,"LONGANS,RAW",15.1,1.3,0.1,60,rifiutato,fruits,90.82706766917292,1.3533834586466165,7.819548872180452,75.08112946055665,LONGANS
LONGANS,"LONGANS,DRIED",74.0,4.9,0.4,286,approvato,fruits,92.73182957393482,1.1278195488721805,6.140350877192982,57.71134208940742,LONGANS
LOTUS SEEDS,"LOTUS SEEDS,RAW",17.3,4.1,0.5,89,approvato,nutsAndSeeds,76.80355160932298,4.994450610432852,18.201997780244174,73.2800585468308,LOTUS SEEDS
GOOSEBERRIES,"GOOSEBERRIES,RAW",10.2,0.9,0.6,44,approvato,fruits,81.92771084337349,10.843373493975903,7.2289156626506035,78.13970492300932,GOOSEBERRIES
GOOSEBERRIES,"GOOSEBERRIES,CND,LT SYRUP PK,SOL&LIQUIDS",18.8,0.7,0.2,73,approvato,fruits,94.23558897243107,2.255639097744361,3.508771929824561,74.55378892835122,GOOSEBERRIES
BUFFALO,"BUFFALO,FREE RANGE,TOP RND STEAK,CKD (SHOSHONE BANNOCK)",0.0,32.5,1.8,146,approvato,meats,0.0,11.080711354309166,88.91928864569084,82.16371905797128,BUFFALO
TOFU,"TOFU,FIRM,PREP W/CA SULFATE&MAGNESIUM CHLORIDE (NIGARI)",1.7,8.2,4.2,70,approvato,vegetables,8.785529715762273,48.83720930232558,42.37726098191214,76.2575045558459,TOFU
TOFU,"TOFU,SOFT,PREP W/CA SULFATE&MAGNESIUM CHLORIDE (NIGARI)",1.8,6.5,3.7,61,approvato,vegetables,10.827067669172932,50.07518796992482,39.097744360902254,75.78695453350174,TOFU
TOFU,"TOFU,RAW,REG,PREP W/CA SULFATE",1.9,8.1,4.8,76,approvato,vegetables,9.134615384615383,51.92307692307693,38.9423076923077,75.42998552763495,TOFU
LITCHIS,"LITCHIS,RAW",16.5,0.8,0.4,66,rifiutato,fruits,90.65934065934066,4.945054945054945,4.395604395604396,68.22975854868102,LITCHIS
LITCHIS,"LITCHIS,DRIED",70.7,3.8,1.2,277,approvato,fruits,91.58031088082902,3.4974093264248696,4.922279792746114,33.883661441795205,LITCHIS
PINEAPPLE,"PINEAPPLE,CND,H2O PK,SOL&LIQUIDS",8.3,0.4,0.1,32,approvato,fruits,92.99719887955182,2.5210084033613445,4.481792717086835,73.67759222132779,PINEAPPLE
PINEAPPLE,"PINEAPPLE,CND,EX HVY SYRUP PK,SOL&LIQUIDS",21.5,0.3,0.1,83,approvato,fruits,97.61634506242903,1.021566401816118,1.3620885357548238,72.53366881304393,PINEAPPLE
PINEAPPLE,"PINEAPPLE,RAW,TRADITIONAL VAR",11.8,0.6,0.1,45,approvato,fruits,93.46534653465348,1.7821782178217824,4.752475247524752,71.88057779679174,PINEAPPLE
BEECHNUTS,"BEECHNUTS,DRIED",33.5,6.2,50.0,576,approvato,nutsAndSeeds,22.01051248357425,73.91590013140605,4.073587385019711,22.744605283000595,BEECHNUTS
CELERY,"CELERY,RAW",3.0,0.7,0.2,16,approvato,vegetables,72.28915662650601,10.843373493975902,16.867469879518072,77.91659916790253,CELERY
MAMMY-APPLE,"MAMMY-APPLE,(MAMEY),RAW",12.5,0.5,0.5,51,approvato,fruits,88.49557522123894,7.964601769911504,3.5398230088495577,76.55768306418308,MAMMY-APPLE
SEMOLINA,"SEMOLINA,ENRICHED",72.8,12.7,1.1,360,approvato,first dishes,82.7507814720091,2.813299232736573,14.435919295254337,57.86548785856494,SEMOLINA
CARROTS,"CARROTS,CND,REG PK,SOL&LIQUIDS",5.4,0.6,0.1,23,approvato,vegetables,86.74698795180724,3.6144578313253017,9.63855421686747,77.19860464353276,CARROTS
CARROTS,"CARROTS,CND,REG PK,DRND SOL",5.5,0.6,0.2,25,approvato,vegetables,83.96946564885496,6.870229007633588,9.16030534351145,76.80918394765878,CARROTS
CARROTS,"CARROTS,CKD,BLD,DRND,WO/SALT",8.2,0.8,0.2,35,approvato,vegetables,86.77248677248677,4.761904761904763,8.465608465608467,76.67532055832989,CARROTS
POMEGRANATES,"POMEGRANATES,RAW",18.7,1.7,1.2,83,approvato,fruits,80.95238095238095,11.688311688311687,7.35930735930736,69.47914988472672,POMEGRANATES
RAMBUTAN,"RAMBUTAN,CND,SYRUP PK",20.9,0.7,0.2,82,approvato,fruits,94.78458049886622,2.0408163265306123,3.174603174603176,72.85007313665082,RAMBUTAN
BLACKBERRY JUC,"BLACKBERRY JUC,CND",7.8,0.3,0.6,38,approvato,fruits,82.53968253968254,14.285714285714285,3.1746031746031744,72.48499129154119,BLACKBERRY JUC
DESSERTS,"DESSERTS,RENNIN,TABLETS,UNSWTND",19.8,1.0,0.1,84,approvato,sweets,94.17360285374554,1.070154577883472,4.756242568370986,72.2740549820989,DESSERTS
DESSERTS,"DESSERTS,EGG CUSTARD,BKD,PREPARED-FROM-RECIPE",10.7,5.0,4.6,105,approvato,sweets,41.074856046065264,39.73128598848369,19.19385796545106,66.81810807567743,DESSERTS
DESSERTS,"DESSERTS,FLAN,CARAMEL CUSTARD,PREPARED-FROM-RECIPE",22.7,4.5,4.0,146,approvato,sweets,62.70718232044198,24.86187845303867,12.430939226519335,58.60782122664084,DESSERTS
CHEESE SUB,"CHEESE SUB,MOZZARELLA",23.7,11.5,12.2,248,approvato,dairy,37.829209896249,43.81484437350359,18.35594573024741,51.53334435902559,CHEESE SUB
APPLESAUCE,"APPLESAUCE,CND,SWTND,W/SALT",19.9,0.2,0.2,76,approvato,fruits,96.83698296836984,2.1897810218978107,0.9732360097323602,73.2881715099581,APPLESAUCE
APPLESAUCE,"APPLESAUCE,CND,UNSWTND,WO/ADDED VIT C (INCLUDES USDA COMMOD)",11.3,0.2,0.1,42,approvato,fruits,96.37526652452028,1.9189765458422177,1.705756929637527,72.19698200478933,APPLESAUCE
APPLESAUCE,"APPLESAUCE,CND,SWTND,WO/ SALT (INCLUDES USDA COMMODITY)",17.5,0.2,0.2,68,approvato,fruits,96.41873278236916,2.4793388429752072,1.1019283746556476,67.98637043272984,APPLESAUCE
